id,water,Classified_water ,water_adjust,uv,UV adjust,Classified UV,area,Classified_area,fertilizer_usage,Fret_use_norm,yield,pesticides,Classifed_pesticides,Pest_norm,region,categories, y_per_area , y_per_area_norm,Cost Values,Cost Values_norm,Profit ratio,Classified PR
97,2.83,1,2.83,80.21,80.21,3,4.983,2,4,0.8,46.165,1.241,1,0.128913637,1,"b,a,d,c",9.264499298,0.61,1.107366603,0.41,0.21,3
603,2.669,1,2.669,94.873,94.873,4,10.003,4,2,0.4,79.743,2.9,2,0.303214961,1,"c,a,d",7.971908427,0.51,0.870987284,0.31,0.21,3
40,7.598,2,7.598,71.507,71.507,3,6.905,3,2,0.4,70.029,3.585,2,0.375183862,2,"d,a",10.14178132,0.68,1.26994305,0.48,0.21,3
729,3.14,1,3.14,64.944,64.944,2,7.614,3,2,0.4,59.673,2.381,2,0.248686699,1,"d,a,c",7.837273444,0.5,0.847704876,0.3,0.21,3
732,7.97,2,7.97,79.215,79.215,3,10.916,4,3,0.6,116.891,2.447,2,0.255620929,2,"d,b",10.70822646,0.73,1.375058371,0.52,0.21,3
901,,1,2,,90,4,8.333,3,0,0,33.778,0.317,1,0.031834419,2,"d,a",4.053522141,0.21,0.155225689,0,0.21,3
158,4.58,2,4.58,81.187,81.187,3,12.782,5,0,0,71.319,1.365,1,0.141941584,4,b,5.579643248,0.33,0.436488486,0.12,0.21,3
999,3.316,1,3.316,75.49,75.49,3,5.501,2,1,0.2,43.152,4.22,2,0.441899559,3,c,7.844391929,0.5,0.852593469,0.3,0.21,3
708,5.265,2,5.265,78.051,78.051,3,8.313,3,1,0.2,68.985,3.782,2,0.395881488,1,"b,c,a,d",8.298448214,0.54,0.935870873,0.33,0.21,3
177,4.51,2,4.51,85.12,85.12,4,6.283,3,0,0,35.52,1.57,1,0.163479723,2,"b,c,d",5.65335031,0.33,0.453382867,0.13,0.2,3
39,3.757,1,3.757,73.536,73.536,3,4.738,2,3,0.6,42.323,2.068,2,0.215801639,2,"c,a,b",8.932672014,0.59,1.055751221,0.39,0.2,3
893,3.463,1,3.463,66.538,66.538,3,7.595,3,3,0.6,73.179,3.493,2,0.365517966,2,"c,a,b",9.635154707,0.64,1.185963767,0.44,0.2,3
567,1.692,1,1.692,66.474,66.474,3,7.459,3,2,0.4,51.772,1.872,1,0.195209078,6,c,6.940876793,0.43,0.698167814,0.23,0.2,3
406,6.483,2,6.483,67.668,67.668,3,6.889,3,0,0,51.024,3.469,2,0.362996428,1,"a,c,b,d",7.406590216,0.47,0.783787193,0.27,0.2,3
338,3.472,1,3.472,,80,3,5.474,2,1,0.2,43.149,4.316,2,0.451985711,0,"a,d",7.882535623,0.51,0.873028567,0.31,0.2,2
883,6.164,2,6.164,74.182,74.182,3,5.275,2,5,1,60.419,1.264,1,0.131330111,2,"c,a",11.45383886,0.78,1.530958611,0.59,0.2,2
791,3.221,1,3.221,62.36,62.36,2,9.601,4,3,0.6,90.212,3.347,2,0.350178609,1,"c,b",9.396104572,0.62,1.154570277,0.43,0.2,2
534,7.622,2,7.622,73.944,73.944,3,8.813,3,2,0.4,81.939,2.3,2,0.240176508,1,"d,a,b",9.297515035,0.62,1.136527841,0.42,0.2,2
45,,2,6,82.678,82.678,3,9.107,4,2,0.4,68.502,0.239,1,0.02363942,0,"d,b",7.521906226,0.48,0.812388259,0.28,0.2,2
770,3.622,1,3.622,77.011,77.011,3,10.513,4,0,0,74.108,4.727,2,0.495167052,2,c,7.049177209,0.44,0.726160816,0.25,0.2,2
103,7.975,2,7.975,61.577,61.577,2,8.087,3,3,0.6,86.589,2.658,2,0.277789452,2,a,10.70718437,0.73,1.39755859,0.53,0.2,2
877,6.71,2,6.71,66.803,66.803,3,8.3,3,1,0.2,64.009,2.043,2,0.213175037,1,"b,d,a",7.711927711,0.49,0.849024844,0.3,0.2,2
133,9.645,3,9.645,81.796,81.796,3,10.121,4,2,0.4,111.371,4.055,2,0.424563984,1,"d,a",11.00395218,0.75,1.455119908,0.55,0.2,2
166,2.112,1,2.112,68.282,68.282,3,6.68,3,2,0.4,47.695,2.09,2,0.218113049,2,"c,b",7.13997006,0.45,0.748934331,0.26,0.19,2
307,5.613,2,5.613,67.685,67.685,3,1.497,1,3,0.6,15.607,3.712,2,0.388527001,2,"c,b,d",10.4255177,0.7,1.351602496,0.51,0.19,2
736,9.829,3,9.829,65.252,65.252,3,5.401,2,2,0.4,64.018,5.467,3,0.572914478,2,a,11.85299019,0.82,1.61567685,0.62,0.19,2
674,1.54,1,1.54,62.264,62.264,2,7.925,3,0,0,44.112,3.564,2,0.372977516,2,"b,d,a,c",5.566182965,0.33,0.465852666,0.14,0.19,2
143,8.86,3,8.86,67.353,67.353,3,7.458,3,3,0.6,86.398,3.746,2,0.392099181,3,"b,c,a",11.58460713,0.79,1.570578682,0.6,0.19,2
840,2.961,1,2.961,79.698,79.698,3,10.628,4,1,0.2,73.44,3.126,2,0.326959445,1,"c,a",6.910048927,0.43,0.714102871,0.24,0.19,2
280,0.537,1,0.537,72.863,72.863,3,10.349,4,1,0.2,48.787,0.824,1,0.085101912,1,"c,d,a",4.714175283,0.26,0.311438651,0.07,0.19,2
876,3.91,1,3.91,75.747,75.747,3,5.6,2,1,0.2,43.3,3.969,2,0.415528472,1,"b,d,c,a",7.732142857,0.5,0.865627981,0.3,0.19,2
635,5.155,2,5.155,89.933,89.933,4,9.35,4,0,0,64.134,3.564,2,0.372977516,2,b,6.859251337,0.43,0.705669569,0.24,0.19,2
880,4.17,2,4.17,81.742,81.742,3,9.809,4,1,0.2,74.992,3.655,2,0.382538348,0,a,7.645223774,0.49,0.849886099,0.3,0.19,2
147,5.66,2,5.66,86.872,86.872,4,5.344,2,1,0.2,43.684,3.65,2,0.382013028,3,b,8.174401198,0.53,0.948206474,0.34,0.19,2
683,5.234,2,5.234,72.133,72.133,3,5.398,2,5,1,57.854,0.749,1,0.077222105,3,"d,b",10.71767321,0.73,1.41515497,0.54,0.19,2
607,1.93,1,1.93,76.108,76.108,3,4.487,2,5,1,55.399,5.709,3,0.598339987,1,"d,b,c",12.34655672,0.85,1.7170875,0.66,0.19,2
572,4.35,2,4.35,74.179,74.179,3,9.049,4,3,0.6,80.867,2.04,2,0.212859845,2,"b,a",8.936567577,0.59,1.092148686,0.4,0.19,2
283,7.931,2,7.931,82.366,82.366,3,5.005,2,5,1,64.001,2.7,2,0.282202143,2,"c,d,a",12.78741259,0.89,1.799052349,0.7,0.19,2
957,8.525,3,8.525,89.516,89.516,4,5.836,2,3,0.6,69.155,4.521,2,0.47352385,2,"c,d,a,b",11.84972584,0.82,1.629779654,0.63,0.19,2
233,8.19,3,8.19,81.633,81.633,3,7.268,3,5,1,99.274,4.084,2,0.427610843,2,"c,b",13.65905338,0.96,1.961642951,0.77,0.19,2
835,8.9,3,8.9,71.592,71.592,3,8.912,3,1,0.2,81.532,3.393,2,0.355011557,1,"a,c,b",9.148563734,0.61,1.136144634,0.42,0.19,2
53,3.946,1,3.946,,70,3,12.401,5,1,0.2,94.638,3.874,2,0.405547384,4,"c,b",7.631481332,0.49,0.858035111,0.3,0.19,2
64,3.25,1,3.25,82.544,82.544,3,4.68,2,1,0.2,29.772,2.118,2,0.221054843,2,"b,c,a,d",6.361538462,0.39,0.627370354,0.2,0.19,2
735,5.771,2,5.771,81.979,81.979,3,4.395,2,4,0.8,50.643,3.863,2,0.404391679,2,"d,b,c,a",11.52286689,0.79,1.577948797,0.61,0.18,2
973,3.591,1,3.591,69.28,69.28,3,6.418,3,4,0.8,58.406,1.012,1,0.104853961,3,d,9.100342786,0.6,1.133791204,0.42,0.18,2
962,4.784,2,4.784,62.471,62.471,2,8.627,3,1,0.2,65.373,3.334,2,0.348812776,2,"c,d",7.577721108,0.48,0.856892914,0.3,0.18,2
615,7.776,2,7.776,53.224,53.224,2,7.556,3,3,0.6,77.652,2.353,2,0.245744904,2,"a,d,b,c",10.27686607,0.69,1.352312504,0.51,0.18,2
264,4.49,2,4.49,68.274,68.274,3,9.971,4,1,0.2,78.114,3.975,2,0.416158857,0,"b,d,c,a",7.834118945,0.5,0.904735214,0.32,0.18,2
581,4.923,2,4.923,90.242,90.242,4,7.524,3,4,0.8,68.295,0.164,1,0.015759613,4,"a,c,b,d",9.076953748,0.6,1.133060927,0.42,0.18,2
751,12.842,3,12.842,65.594,65.594,3,4.9,2,4,0.8,65.867,2.794,2,0.292078168,2,d,13.4422449,0.94,1.934721129,0.76,0.18,2
890,5.95,2,5.95,74.222,74.222,3,4.278,2,4,0.8,51.238,4.612,2,0.483084682,2,"a,c,b",11.9770921,0.83,1.668516551,0.64,0.18,2
89,4.64,2,4.64,81.622,81.622,3,7.495,3,3,0.6,72.568,3.344,2,0.349863417,1,"c,b",9.682188125,0.65,1.248390682,0.47,0.18,2
2,9.731,3,9.731,78.506,78.506,3,7.189,3,1,0.2,63.391,2.455,2,0.256461441,1,d,8.81777716,0.58,1.092722553,0.4,0.18,2
378,3.123,1,3.123,,90,4,8.619,3,0,0,59.597,5.243,3,0.549380122,3,"d,b",6.914607263,0.43,0.747270529,0.25,0.18,2
822,8.578,3,8.578,72.647,72.647,3,6.375,3,3,0.6,72.211,3.839,2,0.401870141,3,"d,b,c,a",11.32721569,0.77,1.561641933,0.6,0.18,2
986,6.917,2,6.917,57.437,57.437,2,9.196,4,0,0,67.819,3.705,2,0.387791553,1,d,7.374836886,0.47,0.837373615,0.29,0.18,2
65,2.36,1,2.36,72.298,72.298,3,4.581,2,3,0.6,34.786,1.264,1,0.131330111,2,"c,b,d",7.593538529,0.49,0.878603562,0.31,0.17,2
140,8.882,3,8.882,77.505,77.505,3,3.946,2,4,0.8,46.925,2.754,2,0.287875604,2,"d,b",11.89178915,0.82,1.667814572,0.64,0.17,2
47,0.842,1,0.842,95.522,95.522,4,11.565,4,2,0.4,64.675,0.644,1,0.066190376,3,c,5.592304367,0.33,0.51276063,0.16,0.17,2
859,9.29,3,9.29,73.866,73.866,3,7.882,3,4,0.8,96.316,3.085,2,0.322651818,0,"c,b,d",12.21974118,0.84,1.729657257,0.67,0.17,2
101,8.85,3,8.85,87.863,87.863,4,6.808,3,4,0.8,86.371,4.187,2,0.438432444,4,d,12.68669213,0.88,1.816248551,0.71,0.17,2
763,8.61,3,8.61,89.126,89.126,4,10.131,4,1,0.2,96.164,4.484,2,0.469636478,3,c,9.492054091,0.63,1.231531131,0.46,0.17,2
845,3.678,1,3.678,67.052,67.052,3,9.848,4,4,0.8,92.168,1.673,1,0.174301324,4,"c,a",9.359057677,0.62,1.209010094,0.45,0.17,2
826,2.14,1,2.14,75.628,75.628,3,4.474,2,0,0,30.805,5.948,3,0.623450305,1,"b,c",6.885337506,0.43,0.756129089,0.26,0.17,2
695,9.22,3,9.22,85.737,85.737,4,7.734,3,3,0.6,84.246,2.762,2,0.288716117,2,"b,c",10.89294026,0.74,1.491077799,0.57,0.17,2
773,1.7,1,1.7,67.905,67.905,3,11.567,4,4,0.8,104.343,2.339,2,0.244274007,6,a,9.020748682,0.6,1.147763459,0.42,0.17,2
523,5.941,2,5.941,65.518,65.518,3,5.343,2,5,1,64.947,3.231,2,0.337991175,1,"c,b,d",12.1555306,0.84,1.72282599,0.67,0.17,2
972,,1,3,77.818,77.818,3,14.866,5,3,0.6,124.257,2.279,2,0.237970162,4,b,8.35846899,0.54,1.027700824,0.37,0.17,2
819,2.398,1,2.398,80.672,80.672,3,9.572,4,4,0.8,77.122,0.244,1,0.02416474,3,"c,d,b",8.057041371,0.52,0.973959088,0.35,0.17,2
626,6.791,2,6.791,82.768,82.768,3,11.225,4,1,0.2,91.241,3.315,2,0.346816558,4,c,8.128374165,0.53,0.988039856,0.36,0.17,2
874,8.144,3,8.144,98.719,98.719,4,7.374,3,4,0.8,87.531,3.284,2,0.343559571,3,"d,b,c",11.87021969,0.82,1.674540068,0.65,0.17,2
483,4.458,2,4.458,88.309,88.309,4,8.405,3,1,0.2,65.169,4.138,2,0.433284303,3,"a,c",7.753599048,0.5,0.9197378,0.33,0.17,2
357,9.762,3,9.762,65.737,65.737,3,5.125,2,3,0.6,64.428,5.394,3,0.565244799,2,d,12.57131707,0.87,1.803562432,0.7,0.17,2
20,6.82,2,6.82,,80,3,8.291,3,3,0.6,83.271,2.84,2,0.296911116,4,"d,c,a",10.04354119,0.68,1.340058257,0.51,0.17,2
853,8.51,3,8.51,63.434,63.434,2,5.634,2,4,0.8,64.958,2.484,2,0.2595083,2,"c,a,d",11.52964146,0.79,1.614769014,0.62,0.17,2
559,5.359,2,5.359,71.02,71.02,3,7.162,3,2,0.4,60.974,3.021,2,0.315927716,0,"c,a,d,b",8.513543703,0.56,1.062153004,0.39,0.17,2
562,2.82,1,2.82,,80,3,6.546,3,3,0.6,57.877,3.302,2,0.345450725,0,a,8.841582646,0.58,1.123240296,0.41,0.17,2
349,1.824,1,1.824,58.814,58.814,2,5.262,2,4,0.8,50.617,3.389,2,0.354591301,5,d,9.619346256,0.64,1.266306837,0.47,0.17,2
821,6.286,2,6.286,65.808,65.808,3,7.834,3,4,0.8,89.362,3.732,2,0.390628283,2,"c,b",11.40694409,0.78,1.598350189,0.61,0.17,2
544,4.145,2,4.145,84.218,84.218,3,5.272,2,4,0.8,50.052,1.756,1,0.183021643,2,"c,b,d",9.493930197,0.63,1.248710909,0.47,0.17,2
382,7.427,2,7.427,75.736,75.736,3,10.222,4,3,0.6,92.111,0.764,1,0.078798067,2,"c,b",9.011054588,0.6,1.162213219,0.43,0.16,2
262,3.294,1,3.294,63.587,63.587,2,4.376,2,3,0.6,31.622,0.282,1,0.028157176,3,"a,c,b,d",7.226234004,0.46,0.837391619,0.29,0.16,2
310,6.467,2,6.467,67.394,67.394,3,7.946,3,5,1,86.852,0.945,1,0.097814667,4,"d,b,a,c",10.93027939,0.74,1.517544002,0.58,0.16,2
646,8.183,3,8.183,81.743,81.743,3,11.287,4,3,0.6,116.495,2.636,2,0.275478042,4,"c,d",10.32116594,0.7,1.409045774,0.53,0.16,2
77,2.943,1,2.943,72.097,72.097,3,9.674,4,2,0.4,68.136,2.139,2,0.223261189,0,d,7.0432086,0.44,0.809210506,0.28,0.16,2
493,3.885,1,3.885,90.055,90.055,4,4.325,2,1,0.2,29.739,3.18,2,0.332632906,2,"c,b,d,a",6.876069364,0.43,0.78107393,0.27,0.16,2
786,4.972,2,4.972,97.61,97.61,4,8.407,3,0,0,59.654,4.801,2,0.502941794,1,"a,d,b",7.095753539,0.45,0.823493738,0.29,0.16,2
276,3.621,1,3.621,61.548,61.548,2,7.938,3,4,0.8,65.901,0.172,1,0.016600126,4,"c,b",8.301965231,0.54,1.047527551,0.38,0.16,2
560,8.988,3,8.988,79.287,79.287,3,6.652,3,4,0.8,78.41,2.874,2,0.300483295,2,a,11.78743235,0.81,1.687454238,0.65,0.16,2
682,7.87,2,7.87,77.101,77.101,3,9.151,4,3,0.6,81.269,0.413,1,0.041920572,3,c,8.880887335,0.59,1.154724074,0.43,0.16,2
750,4.918,2,4.918,77.499,77.499,3,13.615,5,3,0.6,130.695,3.531,2,0.369510401,4,b,9.599338964,0.64,1.286480018,0.48,0.16,2
652,6.856,2,6.856,58.723,58.723,2,3.828,2,4,0.8,45.005,4.176,2,0.437276739,3,"d,a,c",11.75679206,0.81,1.682812098,0.65,0.16,2
29,4.854,2,4.854,81.351,81.351,3,8.945,3,3,0.6,73.003,1.075,1,0.111472999,2,"c,d,a",8.161319173,0.53,1.024196894,0.37,0.16,2
345,3.15,1,3.15,60.077,60.077,2,9.081,4,1,0.2,65.895,4.401,2,0.460916159,2,"c,a,d,b",7.256359432,0.46,0.86059773,0.3,0.16,2
202,7.846,2,7.846,74.047,74.047,3,6.89,3,3,0.6,66.577,1.837,1,0.191531834,3,a,9.662844702,0.65,1.302743192,0.49,0.16,2
203,5.659,2,5.659,77.429,77.429,3,7.397,3,3,0.6,67.587,2.304,2,0.240596764,2,"d,b,c",9.137082601,0.6,1.20672387,0.45,0.16,2
570,7.162,2,7.162,84.523,84.523,3,5.114,2,2,0.4,39.16,0.678,1,0.069762555,2,"b,c,a",7.657411029,0.49,0.935597768,0.33,0.16,2
19,0.911,1,0.911,71.769,71.769,3,8.139,3,1,0.2,33.981,0.452,1,0.046018071,4,"b,a",4.175082934,0.22,0.297165743,0.06,0.16,2
317,6.225,2,6.225,71.647,71.647,3,1.897,1,2,0.4,16.298,2.903,2,0.303530153,2,"c,d",8.5914602,0.56,1.107205356,0.41,0.16,2
211,3.85,1,3.85,,80,3,10.874,4,0,0,68.01,4.145,2,0.434019752,2,c,6.254368218,0.38,0.680138898,0.23,0.15,2
360,,1,2,74.515,74.515,3,6.227,3,1,0.2,42.906,4.528,2,0.474259298,2,"c,a,d,b",6.890316364,0.43,0.797650568,0.28,0.15,2
839,9.896,3,9.896,62.084,62.084,2,3.783,2,3,0.6,42.368,3.269,2,0.34198361,2,"a,c,b",11.19957706,0.76,1.589190722,0.61,0.15,2
965,5.655,2,5.655,66.375,66.375,3,4.168,2,1,0.2,35.721,5.167,3,0.541395251,2,c,8.570297505,0.56,1.107257,0.41,0.15,2
757,5.884,2,5.884,85.235,85.235,4,8.62,3,3,0.6,85.421,3.557,2,0.372242068,0,"b,c",9.90962877,0.66,1.353295537,0.51,0.15,2
363,5.749,2,5.749,83.148,83.148,3,10.161,4,3,0.6,91.885,2.131,2,0.222420677,4,"b,a,c",9.042909162,0.6,1.194518328,0.44,0.15,2
160,7.825,2,7.825,82.279,82.279,3,10.899,4,3,0.6,105.835,1.988,1,0.207396512,4,"c,b,d",9.710523901,0.65,1.317214742,0.5,0.15,2
595,6.891,2,6.891,66.096,66.096,3,7.189,3,3,0.6,61.489,0.562,1,0.057575121,3,"d,b,c",8.553206287,0.56,1.105432358,0.41,0.15,2
707,9.84,3,9.84,83.158,83.158,3,6.693,3,1,0.2,57.303,2.566,2,0.268123555,1,"c,a",8.561631555,0.56,1.111615661,0.41,0.15,2
632,9.679,3,9.679,,80,3,2.105,1,5,1,28.398,3.659,2,0.382958605,2,"c,b,d,a",13.49073634,0.94,2.015770068,0.79,0.15,2
638,9.129,3,9.129,80.865,80.865,3,6.818,3,4,0.8,85.848,4.342,2,0.454717378,2,"b,d",12.59137577,0.87,1.851042175,0.72,0.15,2
841,4.353,2,4.353,76.822,76.822,3,5.948,2,1,0.2,39.806,2.775,2,0.29008195,2,"c,b",6.692333557,0.42,0.76956981,0.26,0.15,2
150,4.827,2,4.827,79.656,79.656,3,9.529,4,2,0.4,81.845,3.884,2,0.406598025,4,b,8.589043971,0.56,1.117530757,0.41,0.15,2
730,9.59,3,9.59,76.584,76.584,3,1.03,1,3,0.6,11.181,2.935,2,0.306892204,4,"a,b",10.85533981,0.74,1.533799462,0.59,0.15,2
566,6.18,2,6.18,64.633,64.633,2,7.535,3,3,0.6,76.686,3.907,2,0.409014499,1,"c,a",10.17730591,0.69,1.409704429,0.53,0.15,2
118,4.486,2,4.486,65.958,65.958,3,9.499,4,2,0.4,66.253,1.296,1,0.134692162,2,c,6.974734183,0.44,0.823003161,0.29,0.15,2
508,6.7,2,6.7,64.494,64.494,2,6.947,3,0,0,51.818,4.551,2,0.476675772,1,"c,b,d,a",7.459047071,0.47,0.911862186,0.32,0.15,2
653,4.633,2,4.633,66.997,66.997,3,9.47,4,3,0.6,97.062,5.018,3,0.525740702,3,"b,c",10.24941922,0.69,1.423803592,0.54,0.15,2
629,5.928,2,5.928,78.282,78.282,3,4.071,2,0,0,27.857,3.978,2,0.416474049,1,"b,c",6.842790469,0.43,0.800446452,0.28,0.15,2
153,5.362,2,5.362,68.859,68.859,3,1.716,1,1,0.2,11.726,2.417,2,0.252469006,2,"b,c,a,d",6.833333333,0.43,0.798893313,0.28,0.15,2
76,11.35,3,11.35,64.436,64.436,2,5.117,2,1,0.2,54.986,5.473,3,0.573544862,1,a,10.74574946,0.73,1.51720945,0.58,0.15,2
817,9.86,3,9.86,77.807,77.807,3,7.054,3,4,0.8,89.388,4.07,2,0.426139945,2,"d,a,c",12.67195917,0.88,1.870958839,0.73,0.15,2
563,3.371,1,3.371,65.976,65.976,3,10.197,4,3,0.6,80.733,1.78,1,0.185543181,3,d,7.917328626,0.51,0.999885758,0.36,0.15,2
329,2.89,1,2.89,70.072,70.072,3,7.388,3,1,0.2,38.599,1.194,1,0.123975625,1,c,5.22455333,0.3,0.506408954,0.15,0.15,2
457,1.238,1,1.238,77.231,77.231,3,11.888,4,1,0.2,54.315,1.106,1,0.114729985,4,"c,a",4.568893001,0.25,0.387570638,0.1,0.15,2
411,2.118,1,2.118,94.239,94.239,4,6.856,3,2,0.4,41.243,1.174,1,0.121874343,2,c,6.015606768,0.36,0.653093661,0.21,0.15,2
542,11.581,3,11.581,78.808,78.808,3,5.562,2,3,0.6,67.215,3.89,2,0.407228409,3,"c,b",12.08468177,0.83,1.766217397,0.69,0.15,2
206,4.89,2,4.89,82.063,82.063,3,8.025,3,1,0.2,63.378,4.616,2,0.483504938,1,c,7.897570093,0.51,0.998617052,0.36,0.15,2
584,5.748,2,5.748,77.293,77.293,3,7.908,3,0,0,49.857,3.208,2,0.335574701,1,b,6.304628225,0.39,0.707606013,0.24,0.15,2
765,3.994,1,3.994,69.151,69.151,3,5.931,2,1,0.2,41.946,3.764,2,0.393990334,1,c,7.072331816,0.44,0.849662352,0.3,0.15,2
412,2.276,1,2.276,63.322,63.322,2,8.251,3,0,0,38.697,2.607,2,0.272431183,3,"c,a,b",4.689976972,0.26,0.414132125,0.11,0.15,2
528,4.259,2,4.259,,70,3,4.088,2,4,0.8,35.516,0.739,1,0.076171465,0,"b,c,a",8.687866928,0.57,1.149423422,0.42,0.15,2
282,7.14,2,7.14,67.037,67.037,3,5.913,2,3,0.6,54.286,1.69,1,0.176087413,2,c,9.180788094,0.61,1.24046316,0.46,0.14,2
16,3.986,1,3.986,70.084,70.084,3,11.912,4,0,0,57.42,1.791,1,0.186698886,3,"d,b,c,a",4.820349228,0.27,0.441840189,0.13,0.14,2
644,8.23,3,8.23,72.973,72.973,3,8.351,3,5,1,111.401,4.478,2,0.469006094,0,b,13.33983954,0.93,2.005691778,0.79,0.14,2
313,5.35,2,5.35,88.698,88.698,4,10.869,4,1,0.2,81.477,3.718,2,0.389157386,0,"b,a,d",7.496273806,0.48,0.93478562,0.33,0.14,2
435,7.352,2,7.352,77.408,77.408,3,7.763,3,5,1,84.166,0.682,1,0.070182812,3,d,10.84194255,0.74,1.548622509,0.59,0.14,2
70,9.938,3,9.938,78.164,78.164,3,5.657,2,1,0.2,53.264,4.182,2,0.437907123,3,"d,b",9.415591303,0.63,1.287900489,0.48,0.14,2
325,1.989,1,1.989,67.951,67.951,3,7.346,3,2,0.4,44.543,1.448,1,0.150661904,3,b,6.063572012,0.37,0.67332344,0.22,0.14,2
538,2.925,1,2.925,60.833,60.833,2,8.633,3,1,0.2,39.785,0.221,1,0.021748266,2,d,4.608479092,0.25,0.406503474,0.11,0.14,2
897,7.287,2,7.287,65.089,65.089,3,7.748,3,0,0,47.079,1.949,1,0.203299012,1,"b,c,d",6.076277749,0.37,0.677426649,0.23,0.14,2
354,4.573,2,4.573,71.038,71.038,3,6.393,3,1,0.2,48.684,4.449,2,0.465959235,2,"b,c",7.61520413,0.49,0.960041761,0.34,0.14,2
711,5.451,2,5.451,73.319,73.319,3,9.291,4,0,0,50.539,2.012,2,0.20991805,2,d,5.439565171,0.32,0.562246563,0.18,0.14,2
277,9.145,3,9.145,63.522,63.522,2,5.094,2,4,0.8,58.31,2.552,2,0.266652658,2,"c,a",11.44680016,0.78,1.664038886,0.64,0.14,2
912,8.59,3,8.59,58.35,58.35,2,7.987,3,5,1,95.885,1.985,1,0.20708132,2,d,12.00513334,0.83,1.767649185,0.69,0.14,2
208,1.827,1,1.827,72.793,72.793,3,10.752,4,3,0.6,73.822,1.096,1,0.113679344,2,"d,b,c,a",6.865885417,0.43,0.825593899,0.29,0.14,2
88,5.371,2,5.371,50.072,50.072,2,7.665,3,1,0.2,50.892,2.272,2,0.237234713,2,"d,c",6.639530333,0.41,0.784256074,0.27,0.14,2
42,1.453,1,1.453,67.036,67.036,3,9.523,4,4,0.8,102.207,6.182,3,0.648035302,4,"c,d",10.73264728,0.73,1.535138924,0.59,0.14,2
712,8.434,3,8.434,79.573,79.573,3,6.917,3,5,1,79.586,1.242,1,0.129018701,3,"d,b,c",11.50585514,0.79,1.679237621,0.65,0.14,2
649,7.434,2,7.434,78.456,78.456,3,9.636,4,3,0.6,98.125,3.406,2,0.35637739,2,"c,b,d",10.18316729,0.69,1.440256918,0.55,0.14,2
422,1.658,1,1.658,93.502,93.502,4,10.632,4,2,0.4,59.871,1.016,1,0.105274217,3,"d,c,b,a",5.631207675,0.33,0.605977415,0.2,0.14,2
879,1.281,1,1.281,73.059,73.059,3,6.541,3,4,0.8,63.416,4.557,2,0.477306157,5,d,9.695153646,0.65,1.352999403,0.51,0.14,2
980,5.646,2,5.646,77.573,77.573,3,7.867,3,2,0.4,61.103,2.247,2,0.234608111,0,b,7.767001398,0.5,0.999872805,0.36,0.14,2
292,7.377,2,7.377,69.84,69.84,3,7.978,3,3,0.6,85.2,4.361,2,0.456713595,2,d,10.67936826,0.72,1.536811778,0.59,0.14,2
688,5.798,2,5.798,60.303,60.303,2,8.254,3,3,0.6,80.354,3.71,2,0.388316873,2,a,9.735158711,0.65,1.363665155,0.52,0.14,2
782,8.599,3,8.599,102.491,102.491,4,10.008,4,1,0.2,85.963,3.757,2,0.393254885,2,"a,c,b,d",8.589428457,0.56,1.154419805,0.43,0.14,2
370,3.12,1,3.12,71.453,71.453,3,8.977,3,3,0.6,66.421,1.336,1,0.138894726,3,"b,d",7.399019717,0.47,0.936586115,0.33,0.14,2
377,5.981,2,5.981,76.375,76.375,3,9.254,4,1,0.2,73.22,4.249,2,0.444946417,1,"c,a,d",7.91225416,0.51,1.032434808,0.38,0.13,2
512,4.832,2,4.832,69.357,69.357,3,5.257,2,3,0.6,46.507,2.813,2,0.294074385,2,"c,b,d",8.846680616,0.58,1.205338814,0.45,0.13,2
86,,2,7,98.031,98.031,4,8.177,3,3,0.6,68.304,0.585,1,0.059991595,1,b,8.353185765,0.54,1.115079826,0.41,0.13,2
878,6.837,2,6.837,69.123,69.123,3,12.329,5,2,0.4,84.743,0.035,1,0.002206346,4,b,6.873469057,0.43,0.846481256,0.3,0.13,2
484,6.436,2,6.436,63.881,63.881,2,8.915,3,5,1,111.891,4.505,2,0.471842824,1,"d,a,b",12.55086932,0.87,1.889515638,0.74,0.13,2
930,,1,2,81.266,81.266,3,10.663,4,0,0,62.687,5.206,3,0.545492751,2,"c,d,a",5.878927131,0.35,0.66888402,0.22,0.13,2
288,3.594,1,3.594,74.763,74.763,3,6.618,3,2,0.4,43.988,1.736,1,0.180920361,2,a,6.646721064,0.41,0.810056623,0.28,0.13,2
193,7.968,2,7.968,70.425,70.425,3,6.518,3,5,1,74.873,1.715,1,0.178714016,1,"d,b,c",11.48711261,0.79,1.698018779,0.66,0.13,2
766,4.2,2,4.2,58.569,58.569,2,3.213,2,2,0.4,22.288,1.871,1,0.195104013,2,d,6.936819172,0.43,0.864441946,0.3,0.13,2
297,3.575,1,3.575,60.384,60.384,2,8.735,3,1,0.2,45.403,1.142,1,0.118512292,1,c,5.197824843,0.3,0.546388105,0.17,0.13,2
36,12.375,3,12.375,64.614,64.614,2,6.577,3,3,0.6,77.839,3.364,2,0.351964698,2,"d,a,c,b",11.83503117,0.81,1.763627164,0.68,0.13,2
170,2.34,1,2.34,59.457,59.457,2,8.818,3,0,0,47.411,4.139,2,0.433389368,6,d,5.376616013,0.31,0.579336031,0.18,0.13,2
